,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
6853,aspnetcoreWebScrap,253,compil warn level cs hellomvc base project run kpm build hellomvc base project result follow warn,<bm>create|useruseridentifiername|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|objectinitializerexpression|simpleassignmentexpression|identifiername0nameuseridentifiername|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|objectinitializerexpression|simpleassignmentexpression|stringliteralexpression1my|nameuseridentifiername|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|objectinitializerexpression|simpleassignmentexpression|identifiername0addressuseridentifiername|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|objectinitializerexpression|simpleassignmentexpression|stringliteralexpression1my|addressuseridentifiername|variabledeclaration|variabledeclaratoruseruseridentifiername|objectcreationexpression|equalsvalueclause|variabledeclaratoruseruseridentifiername|variabledeclaration|localdeclarationstatement|block|returnstatement|identifiernameuseruseridentifiername|methoddeclarationmethod_nameuseridentifiername|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameuseridentifiername|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namenameidentifiername0|simpleassignmentexpression|stringliteralexpression1my|namenameidentifiername0|simpleassignmentexpression|objectinitializerexpression|simpleassignmentexpression|identifiername0addressnameidentifiername0|simpleassignmentexpression|objectinitializerexpression|simpleassignmentexpression|stringliteralexpression1my|addressnameidentifiername0|simpleassignmentexpression|objectinitializerexpression|objectcreationexpression|equalsvalueclause|variabledeclaratorusermy|namestringliteralexpression1|simpleassignmentexpression|objectinitializerexpression|simpleassignmentexpression|identifiername0addressmy|namestringliteralexpression1|simpleassignmentexpression|objectinitializerexpression|simpleassignmentexpression|stringliteralexpression1my|addressmy|namestringliteralexpression1|simpleassignmentexpression|objectinitializerexpression|objectcreationexpression|equalsvalueclause|variabledeclaratoruseraddressidentifiername0|simpleassignmentexpression|stringliteralexpression1my|addressaddressidentifiername0|simpleassignmentexpression|objectinitializerexpression|objectcreationexpression|equalsvalueclause|variabledeclaratorusermy|addressstringliteralexpression1|simpleassignmentexpression|objectinitializerexpression|objectcreationexpression|equalsvalueclause|variabledeclaratoruseruservariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameuseridentifiername|returnstatement|block|methoddeclarationmethod_nameuseridentifiername|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|identifiernameuseruseridentifiername|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|identifiernameuseruseridentifiername|returnstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratoruseruservariabledeclarator|variabledeclaration|localdeclarationstatement|block|returnstatement|identifiernameuser<em>,unknown,done,2015-01-01
3650,aspnetcoreWebScrap,1142,local need redesign hiat present rc provid local solut provid good solut develop think new aspnet great new local solut realli improv judg problem rc local realli though differ team seem work togeth find issu differ repo follow problem close even though problem still exist present run local applic vs use share resourc separ librari forc use magic class name default local work share resourc requir empti class work per default gener resourc produc intern class instead public class work vs templat exist json resourc instead resx direct resourc depend undesir would like use resourc use di framework would time reconsid solut recommend local relea take away good part asp net frustrat mani develop recommend new local usabl default applic greet thank damien,,damianedwards,unknown,2015-01-12
5992,aspnetcoreWebScrap,272,support tt templat kproj file plan includ support tt file kproj file vnext tri ad mvc mvc project tt file didnt get copi project manual copi tt project folder show solut explor option run miss,,unknown,discussion,2015-01-14
6000,aspnetcoreWebScrap,281,asp net class librari project name asp net class librari correct call cross platform class librari see thread,,unknown,discussion,2015-01-19
6880,aspnetcoreWebScrap,289,format use asp net document wed like doc asp net open sourc github easi contribut need pick document format build system open sourc friendli easi use also scale document need document format would folk like see us use markdown nice simpl lack mani featur matur document system use restructur text someth el doc build system host look readthedoc org sphinx refer doc look nudoq org doc system consid thank,,unknown,discussion,2015-01-23
3447,aspnetcoreWebScrap,4811,use option method paramet project sure right repo post convert webapi project use asp net templat everyth work great except option queri paramet keep get errori track issu way asp net extract default valu control action use parameterinfo appar compil doesnt compil default valu way even defaultparametervalueattribut couldnt find code repo aspnetwebstack repo best way work around would filter need inject implement parameterbind,,unknown,needs design| area-mvc| feature-model-binding| help wanted,2015-01-29
5158,aspnetcoreWebScrap,4980,restrictchildren allow razor comment addit error repeat multipl time intellisen dialog imag,,unknown,area-mvc| bug| feature-razor-pages| help wanted,2015-02-10
5387,aspnetcoreWebScrap,1148,cor ad access control allow origin respon option preflight request im get follow error chromerespon preflight request doesnt pass access control check access control allow origin header present request resourc origin therefor allow access accord chrome singl header ad respon correct way add access control allow origin header option respon aspnet,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0appargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1use|corsargsparameter|parameterlist|methoddeclarationmethod_nameappidentifiername0|simplememberaccessexpression|identifiername1use|corsappidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameterpolicyappidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameuse|corsidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameterpolicyuse|corsidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namepolicyidentifiername0|simplememberaccessexpression|identifiername1with|originspolicyidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhttplocalhostpolicyidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1allow|any|methodpolicyparameter|simplelambdaexpression|invocationexpression|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|identifiername1with|headerspolicyidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1with|headerspolicyparameter|simplelambdaexpression|invocationexpression|simplememberaccessexpression0|invocationexpression0|argumentlist1|argument0|stringliteralexpressionaccesscontrolalloworiginc|contenttypec|xxsrftokenc|authorizationpolicyparameter|simplelambdaexpression|invocationexpression|simplememberaccessexpression0|identifiername1allow|credentialspolicyparameter|simplelambdaexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namewith|originsidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhttplocalhostwith|originsidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1allow|any|methodwith|originsidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1with|headershttplocalhoststringliteralexpression|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|identifiername1allow|any|methodhttplocalhoststringliteralexpression|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1with|headersallow|any|methodidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1with|headersallow|any|methodidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionaccesscontrolalloworiginc|contenttypec|xxsrftokenc|authorizationallow|any|methodidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1allow|credentialswith|headersidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionaccesscontrolalloworiginc|contenttypec|xxsrftokenc|authorizationwith|headersidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1allow|credentialsaccesscontrolalloworiginc|contenttypec|xxsrftokenc|authorizationstringliteralexpression|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|identifiername1allow|credentials<em>,kichalla,unknown,2015-03-12
5160,aspnetcoreWebScrap,4982,go definit taghelp kbdf kbd work html helper taghelp visual studio navig definit helper,,unknown,heavy_check_mark resolution duplicate| status resolved| area-razor.tooling| enhancement,2015-03-12
6300,aspnetcoreWebScrap,1151,nan,,danroth27,unknown,2015-03-12
3410,aspnetcoreWebScrap,383,musicstor src mvcmusicstor model musicstor cs question small question pertain musicstor src mvcmusicstor model musicstor cson line base name musicstor understand necessari deriv context alreadi name musicstor correct misunderstood use thank,,unknown,question,2015-03-13
4292,aspnetcoreWebScrap,396,sampl work window use beta dnvm follow step run sampl work use dnvm instead kvm make hard get start document mention use bleed edg thing clone dev branch sampl get project json correct framework specifi also mention need add extra nuget feed get packag need final code startup cs file use useserv exten method instead configureserv method updat document sampl would make much easier peopl want get start play around asp net dev want play code probabl go dnvm step get work avail fairli simpl still hurdl someon want tri would happi fix pull request would help,,unknown,done,2015-03-20
5115,aspnetcoreWebScrap,403,retag beta correct sampl address sampl updat tag beta block relea aspnet beta docker imag order unblock need advanc tag pointer commit choo cbb dba cda beta tag probabl brought sever time github jabbr hope get attent time eilon davidfowl danroth,,praburaj,done,2015-03-23
5114,aspnetcoreWebScrap,403,retag beta correct sampl address sampl updat tag beta block relea aspnet beta docker imag order unblock need advanc tag pointer commit choo cbb dba cda beta tag probabl brought sever time github jabbr hope get attent time eilon davidfowl danroth,,anurse,done,2015-03-23
6044,aspnetcoreWebScrap,415,custom helper method scope view previou version mvc net put custom helper method scope view one util view web configa per belowhow achiev effect net thank,,unknown,question,2015-03-27
6074,aspnetcoreWebScrap,421,noth happen run sampl consol app window home edit follow procedur regard instal dnx show success instal net execut environ go run sampl consol app use command noth happen see screenshot aspnet,,unknown,bug,2015-03-29
6854,aspnetcoreWebScrap,254,nit wiki build kruntim contain command cmd allow build believ kpm build,,unknown,done,2015-04-01
3445,aspnetcoreWebScrap,4782,http immedi plan add http support,,unknown,http2| area-servers| cost 0| enhancement| servers-kestrel,2015-04-03
6158,aspnetcoreWebScrap,5974,add respon buffer overflow file buffer respon want allow request consum much memori respon exceed certain limit switch buffer disk instead mirror request buffer,,unknown,area-middleware,2015-04-08
6227,aspnetcoreWebScrap,967,bitmap object someth similar plea im build api need receiv bitmap system draw system web helper solut anoth librari someth thank,,unknown,question,2015-04-10
3448,aspnetcoreWebScrap,4812,taghelp label support nest input element tag helper label content displaynam shown content content use good usei kind support ad label taghelp somehow plan support scenario know mvc possibl htmlhelper sinc ad tag helper hope way sort note bootstrap use structur checkbox align well form,,damianedwards,needs design| area-mvc| enhancement,2015-04-13
2488,aspnetcoreWebScrap,466,azur web app asp net data protect key run asp net project azur web app see log azur web site environ detect use home asp net dataprotect key key repositori key encrypt rest question say key encrypt rest mean azur web app run multipl instanc key go sync instanc see asp net folder file data protect key ftp azur web app mean deploy asp net would pick automag,,unknown,discussion,2015-04-18
2486,aspnetcoreWebScrap,465,asp net worker applic recommend stori deploy worker applic written asp net consid window servic would invok dnx run asp net consol applic sure deploy stori would azur worker role incok dnx run asp net consol applic sure pack deploy would look like,,unknown,discussion,2015-04-18
4320,aspnetcoreWebScrap,487,troubl read stream httpcontext respon bodi actionfilterattribut might issu like noob babi statu mvc post definit issu im set actionfilterattribut onactionexecut post process content write httpcontext respon bodi streamwrit work fine im tri get content work write attempt use httpcontext respon bodi constantli give stream readabl read respon bodi fact cant read stream issu work fine shoot text output view actionresult filter annot,,unknown,question,2015-04-27
5154,aspnetcoreWebScrap,497,sampl hellwmvc helloweb cant execut imag codednvm upgrad codednvm alreadi execut imag codek web code work imag,,unknown,question,2015-04-29
6117,aspnetcoreWebScrap,511,rss feed announc notic announc post github issu go syndic onto asp net site way get rss feed,,eilon,unknown,2015-04-30
5156,aspnetcoreWebScrap,4976,string interpol nest quot break razor block today write followingi end mismatch curli brace due razor understand syntax string interpol therefor par string incorrectli,,unknown,area-mvc| bug| feature-razor-pages,2015-05-19
1654,aspnetcoreWebScrap,632,missingmethodexcept microsoft net http server weblisten machin visual studio project creat use latest gener aspnet latest yeoman packag dnx folder complet delet complet reinstal dnu restor execut packag microsoft net http server one version beta run dnx web dnx kestrel port get follow captur run time one process kill command project json filethank,,tratcher,done| bug,2015-05-25
2569,aspnetcoreWebScrap,645,implicit refer app make explicit refer assembl packag would expect packag list project json file howev happen implicit refer one use case hostingappl environ variabl may set allow altern startup class execut app start noth app environ variabl appli app app would entri project json file howev tri run app fail runtim tri find global startup class sinc entri project json file appropri packag load fail even packag avail packag folder beg question corner case implicit refer handl ideal way env variabl etc specifi packag contain assembl contain global startup someth wrong setup,,unknown,question,2015-05-29
2568,aspnetcoreWebScrap,644,argumentnullexcept json parser microsoft framework runtim site run coreclr beta window run coreclr beta fail appar read project lock json filein look beta announc saw use newtonsoft json replac json parser microsoft framework runtim seem might bug new code,,chengtian,unknown,2015-05-29
5206,aspnetcoreWebScrap,5857,add detail error page copi share helio enabl localhost aspnet detail error true,,unknown,area-servers| enhancement| servers-httpsys,2015-06-05
4357,aspnetcoreWebScrap,573,creat metapackag code forward question useri way creat metapackag use project json doesnt dll code metapackag project still creat dll packag produc,,unknown,question,2015-06-05
3358,aspnetcoreWebScrap,261,communitystandup renam commun stand today shanselman ask renam kpm kvm suggest dotnet would havek dotnetkpm nugetkvm dotnetsdk heard suggest past kpm chang nuget seem fairli common peopl ok deci call command run app version manag name fall dotnet make sen issu discuss think chang dotnet command run app dotnet foo,,unknown,discussion,2015-07-01
1745,aspnetcoreWebScrap,899,unabl instal dnx join path runtim fail unabl instal dnx full log,,unknown,heavy_check_mark resolution duplicate,2015-07-09
5207,aspnetcoreWebScrap,5858,make standardfeaturecollect mutabl host longer wrap serverss featur collect default weblisten creat featurecollect wrap standardfeaturecollect find way make standardfeaturecollect mutabl,,unknown,perf| area-servers| servers-httpsys,2015-07-10
5185,aspnetcoreWebScrap,579,asp net core awesom logo net develop might feel littl left current web framework tool cool logo asp net doesnt develop friend come notebook full dev sticker might feel littl jealou chang asp net need awesom logo show love respect framework must least one good design contribut know team lot plate right mayb could design logo help commun,,damianedwards,unknown,2015-08-05
7100,aspnetcoreWebScrap,815,microsoft aspnet loader ii stackoverflowexcept bug im sure right place report sinc seem closest match bug microsoft aspnet loader ii ihttpcontext ihttprequestlifetimefeatur implement cau stackoverflowexcept access di inject instanc bug occur di lifetim instanc access cancelationtoken singleton lifetim set scope work without except guess bug somewh microsoft aspnet loader ii infrastructur clientdisconnectedtokenutil interop rather dependencyinject detail sampl project reproduc bugalso implement like weblisten work without except,,unknown,bug,2015-08-08
1757,aspnetcoreWebScrap,904,unabl load sni dll beta coreclr work beta clr os win server data center bit code insert new record one tabl sql server db microsoft sql server sp enterpri edit bit window nt build db microsoft sql server sp enterpri edit bit window nt build app publish vs server run web cmd error receiv follow,<bm>invoketaskidentifiername|methoddeclaration|parameterlist|parameter|identifiernamehttp|contexttaskidentifiername|methoddeclaration|parameterlist|parametercontexttaskidentifiername|methoddeclarationmethod_namehttp|contextidentifiername|parametercontexthttp|contextidentifiername|parameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorswhttp|contextidentifiername|parameter|parameterlist|methoddeclarationmethod_namecontextparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorswcontextparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0swcontextparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1startcontextidentifiername0|simplememberaccessexpression|identifiername1responsecontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1write|asynccontextparameter|parameterlist|methoddeclarationmethod_namecontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|awaitexpression|expressionstatement|block|methoddeclarationmethod_namestopwatchidentifiername|objectcreationexpression|equalsvalueclause|variabledeclaratorswstopwatchidentifiername|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameswvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1startswidentifiername0|simplememberaccessexpression|identifiername1startswidentifiername0|simplememberaccessexpression|identifiername1elapsed|ticksswidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1to|stringswvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameswidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namestartidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameresponseidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1write|asyncresponseidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|awaitexpression|expressionstatement|block|methoddeclarationmethod_namewrite|asyncidentifiername1|simplememberaccessexpression0|invocationexpression|awaitexpression|expressionstatement|block|methoddeclarationmethod_nameelapsed|ticksidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1to|stringswidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorswswvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0sw<em>,unknown,external,2015-08-09
5299,aspnetcoreWebScrap,861,errorpageopt beta updat asp net webapp project templat beta follow issu startup csthi line throw errorpageopt contain definit showal idea handl beta,,unknown,question,2015-08-24
6199,aspnetcoreWebScrap,865,delet master relea branch home repo dev master relea content version like reduc one branch dev elimin mainten overhead user confu dev date branch updat dnvm push bot publish dev relea,,unknown,bug,2015-08-26
4352,aspnetcoreWebScrap,5718,configur email phone confirm requr separatelli authent method would like configur email phone confirm requr separatelli authent method exampl requir email confirm password base sign dont googl auth notic imposs check authent method chang abl configur per method,,haok,heavy_check_mark resolution wont fix| area-identity| enhancement,2015-08-29
2456,aspnetcoreWebScrap,363,nan,,eilon,unknown,2015-09-03
2686,aspnetcoreWebScrap,910,cor error jqueri post asp net api hii asp net web api run docker contain deploy hit api directli curl swagger help page im abl jqueri post web app like thank,,unknown,done,2015-09-09
4452,aspnetcoreWebScrap,937,sampl latest helloweb run docker tri get work docker imag ubuntu follow instruct come step fail,,unknown,heavy_check_mark resolution duplicate,2015-09-19
5338,aspnetcoreWebScrap,955,const result error cs type support languag repro open vs window asp net beta click file new project web consol applic packag ok edit program cs reflect code snippet add breakkpoint consol writelin run project right click variabl click add watch code expect watch window display valu variabl actual watch window valu column variabl display error cs type support languag note valu written correctli consol remov const snippet revert expect bevahiour,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|predefinedtypeintargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|predefinedtypeintargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratoraargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0consoleargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1write|lineargsparameter|parameterlist|methoddeclarationmethod_nameintpredefinedtype|variabledeclaration|variabledeclarator|equalsvalueclause|numericliteralexpression3intpredefinedtype|variabledeclaration|variabledeclaratoraintpredefinedtype|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratoraintpredefinedtype|variabledeclaration|variabledeclarator|equalsvalueclause|numericliteralexpression4intpredefinedtype|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbintpredefinedtype|variabledeclaration|variabledeclaratorbintpredefinedtype|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0consoleintpredefinedtype|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1write|lineintpredefinedtype|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameintpredefinedtype|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_name3numericliteralexpression|equalsvalueclause|variabledeclaratora3numericliteralexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameavariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorbaidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername0consoleaidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1write|lineavariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameaidentifiername|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_name4numericliteralexpression|equalsvalueclause|variabledeclaratorb4numericliteralexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namebvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0consolebvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1write|linebvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameconsoleidentifiername0|simplememberaccessexpression|identifiername1write|lineconsoleidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namewrite|lineidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameintpredefinedtype|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|predefinedtypeintintpredefinedtype|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|predefinedtypeint<em>,unknown,external,2015-09-27
2470,aspnetcoreWebScrap,371,dnvm work user contain space usernam user name mkrtich mazmanyan tri use dnvm list saysc user mkrtich recogn intern extern commandop program batch file system find path specifi,,glennc,unknown,2015-10-03
3407,aspnetcoreWebScrap,3815,forward tl token bind win,,unknown,area-servers| servers-iis,2015-10-11
5159,aspnetcoreWebScrap,4981,hierarch parent tag restrict work custom tag helper packag one featur realli miss parent tag restrict base tag hierarchi immedi parent alreadi describ problem current choo appropri tag helper runtim process method ineffect applic tag helper alreadi instanti moment check reject made research found fairli easi implement hierarch parent restrictionconsid ad featur plea,,unknown,area-mvc| enhancement| feature-razor-pages,2015-10-19
2727,aspnetcoreWebScrap,1035,miss microsoft aspnet server weblisten depend project json file helloweb beta miss microsoft aspnet server weblisten depend element dev branch,,glennc| glennc,done| bug,2015-10-26
2726,aspnetcoreWebScrap,1035,miss microsoft aspnet server weblisten depend project json file helloweb beta miss microsoft aspnet server weblisten depend element dev branch,,glennc,done| bug,2015-10-26
4471,aspnetcoreWebScrap,1042,reli iloggerfactori ilogg afaik suitabl reli iloggerfactori get inject rather directli reli ilogg also see sampl routermiddlewar authenticationmiddlewar howev ident compon directli reli ilogg rolemanag recommend approach specif reason ident librari chose differ approach rest stack,,anurse,unknown,2015-10-28
4494,aspnetcoreWebScrap,1047,question dotnet target framework monik project json seen repositori ex dependencyinject contain tfm target framework monik dotnet instead dnx renam dnx tfm exist inform chang,,unknown,question,2015-10-30
4495,aspnetcoreWebScrap,1049,intellisen taghelp src sure tool mvc taghelp henc home repo use script taghelp like get intellisen src part asp fallback src understand way visual studio understand variabl file path mayb visual studio except rule tag src name,,unknown,heavy_check_mark resolution duplicate,2015-10-30
5364,aspnetcoreWebScrap,1068,dnx runtim relea semver dnx runtim packag go appli semver tri understand reli dnx runtim librari applic assum alway work runtim relea whose major version may work major version higher,,unknown,question,2015-11-11
6256,aspnetcoreWebScrap,1074,bower may die look like bower may well becom victim success stumbl across follow twitter comment look though activ core member bower project origin comment mjackson refer follow discuss last activ bower core member sheerun could take depend bower becom problem asp net,,damianedwards,unknown,2015-11-13
6278,aspnetcoreWebScrap,1085,rc error hash mismatch path dotnetversionmanag expect baef actual fb beac dc fc da got error run imag,,unknown,bug,2015-11-18
6282,aspnetcoreWebScrap,1087,wrong url rc announc break chang url point beta break chang point,,danroth27,done,2015-11-18
1808,aspnetcoreWebScrap,1119,server wiki page recommend deprec technolog without qualifi server wiki page say microsoft team use microsoft aspnet loader ii helio host asp net applic ii howev announc say team discontinu helio ii host beta wiki page care suggest peopl reli deprec modul perhap idea could ad page tell peopl use beta use microsoft aspnet loader ii suggest differ approach assum suppo server wiki pageannounc,,tratcher,done,2015-11-23
2743,aspnetcoreWebScrap,1125,docfx hii search day find nice document solut eventu stumbl across docfx didnt even know exist never talk plan highlight improv help page github open repo see exampl implement structur like guy done bit nightmar get much sen far net app struggl document look awesom tool great job,,unknown,question,2015-11-25
